vote_count,budget,popularity,crew_count,cast_count,runtime,keywords_count,vote_average,genres_count,release_year,production_companies_count,spoken_languages_count,revenue
414,25000000,18.896239,22,21,103.0,3,6.0,3,2007.0,6,4,40452643
530,25000000,15.960916,15,25,95.0,3,6.9,3,2002.0,3,1,17000000
656,25000000,25.848003,121,22,93.0,12,6.5,1,2004.0,3,5,20796847
110,25000000,7.538513,6,6,120.0,1,6.9,2,2005.0,1,1,15431177
597,30000000,21.606001,13,16,115.0,20,5.4,2,2009.0,5,1,33333531
29,25000000,3.707511,12,11,108.0,10,4.3,1,2000.0,2,2,24362772
147,25000000,7.001176,10,14,107.0,5,5.2,4,2010.0,2,1,19829957
824,25000000,39.784026,102,23,108.0,6,6.3,1,2004.0,4,1,30411183
101,25000000,10.115011,23,38,100.0,4,5.2,3,1996.0,1,1,51702483
973,25000000,32.854557,49,40,131.0,4,6.7,2,2015.0,3,1,42972994
313,0,6.309587,21,20,88.0,4,6.3,2,2007.0,1,1,14334401
132,28000000,8.363702,5,12,91.0,5,4.9,2,2011.0,1,2,10126458
59,25,4.88794,7,27,145.0,7,7.0,1,1999.0,2,1,13
304,25000000,14.17009,29,19,109.0,2,6.5,1,2014.0,2,1,28831145
137,25000000,9.169271,75,18,122.0,10,6.2,3,2010.0,2,1,15478800
210,25000000,8.127728,9,20,107.0,4,7.0,1,2005.0,2,2,13411957
378,25000000,10.699952,26,26,120.0,6,6.0,2,2015.0,4,2,24902723
705,25000000,29.796394,18,46,99.0,4,7.1,4,1986.0,2,2,11000000
1272,25000000,51.915025,48,28,140.0,10,7.7,2,2011.0,4,1,23057115
97,28000000,8.314624,15,22,132.0,6,6.7,2,1996.0,2,1,16900000
90,0,5.529035,5,22,254.0,8,6.6,3,1993.0,2,1,25000000
82,25000000,4.002579,19,89,113.0,4,6.1,2,2008.0,4,1,11207130
45,25000000,3.888776,3,14,99.0,13,4.6,3,2002.0,3,2,10719357
111,25000000,7.296459,4,14,100.0,5,6.2,2,1999.0,4,2,13000000
498,14000000,21.680424,77,14,92.0,0,5.8,2,2012.0,2,1,85446075
25,25000000,7.946769,12,12,105.0,3,5.3,3,1996.0,1,1,10070000
144,25000000,7.473455,6,20,110.0,8,5.5,2,2011.0,1,1,10324441
60,25000000,5.073536,34,27,116.0,4,6.4,2,2006.0,4,1,11772461
1087,32000000,41.075532,14,15,111.0,4,6.8,2,2009.0,4,1,27635305
22,25000000,4.020194,5,8,117.0,5,5.0,5,1984.0,3,1,5778353
138,25000000,8.186936,10,76,98.0,6,5.5,4,1995.0,1,1,4064495
387,25000000,17.603823,31,17,121.0,9,6.4,4,2008.0,13,2,19844979
118,25000000,7.008216,2,11,95.0,4,3.5,4,2005.0,1,2,2405420
738,25000000,20.011435,17,6,80.0,11,7.0,2,2011.0,11,1,27603069
58,0,5.987486,11,7,91.0,6,6.1,2,2012.0,1,1,34153101
19,25000000,3.849873,4,12,117.0,4,6.2,1,1998.0,2,1,777423
49,25000000,3.593165,25,14,114.0,5,6.6,3,2009.0,3,1,2336172
704,13500000,30.058263,6,16,124.0,5,7.7,4,2013.0,6,1,19255873
326,25000000,17.339852,56,58,122.0,6,6.0,2,2009.0,7,2,10589102
380,25000000,15.279021,21,27,154.0,18,7.1,2,2010.0,3,1,48531470
10,25000000,5.753564,4,10,85.0,5,6.3,2,2010.0,1,1,6500000
712,25000000,35.022029,17,30,117.0,5,5.0,3,2013.0,9,1,71009334
31,25000000,1.894749,15,21,128.0,3,7.0,3,1970.0,3,2,3052000
257,14000000,14.480628,12,14,119.0,17,7.0,2,1988.0,3,1,34670720
301,25000000,14.613152,11,17,137.0,21,5.5,2,2012.0,13,2,8784318
477,24000000,22.258428,17,15,119.0,8,6.9,2,1986.0,1,2,133000000
835,24000000,30.445257,23,16,102.0,20,6.5,1,2006.0,4,2,155721132
840,24000000,35.244037,26,75,120.0,3,6.1,2,1997.0,4,1,172363301
285,25000000,15.333575,16,15,98.0,0,5.4,3,2016.0,5,1,1397284
225,24000000,15.237142,18,23,105.0,0,6.4,2,2014.0,1,1,70181428
531,41300000,23.441135,88,10,98.0,6,6.2,2,2000.0,6,3,106371651
505,8200000,25.03414,14,13,107.0,5,6.4,4,1984.0,2,1,80035402
541,24000000,24.70166,12,14,91.0,3,6.6,1,2003.0,2,1,87055349
341,24000000,16.146572,12,25,137.0,17,7.2,2,1991.0,1,1,41895491
374,65000000,20.793026,78,11,100.0,17,5.1,3,1998.0,3,1,40002112
67,24000000,5.771479,4,15,115.0,4,6.1,3,2000.0,2,2,36609995
721,24000000,27.326466,13,14,102.0,9,6.1,1,2008.0,2,1,42105111
742,24000000,20.69219,41,35,93.0,7,5.9,2,2009.0,3,1,68729358
160,17000000,7.701041,3,11,95.0,4,5.5,2,2004.0,1,1,16980098
92,24000000,6.589193,9,18,87.0,2,5.8,4,1999.0,2,1,16290976
58,24000000,2.753313,10,10,134.0,5,5.9,4,1978.0,2,1,21049053
49,24000000,3.113009,10,47,107.0,2,4.7,3,2000.0,2,1,12372410
53,24000000,5.566203,3,24,124.0,1,5.7,2,1999.0,1,2,8434146
141,24000000,8.630825,4,14,89.0,5,5.0,2,2011.0,1,1,30551495
581,24000000,23.343839,22,20,88.0,7,5.3,2,2010.0,6,1,83188165
19,24000000,2.353441,16,9,93.0,0,4.1,3,1998.0,1,1,4562146
26,28000000,2.439184,15,12,72.0,7,6.8,5,1993.0,3,1,669276
568,24000000,26.324874,74,20,98.0,0,6.1,4,2010.0,4,1,23081726
1991,24000000,49.549984,21,10,119.0,10,8.2,3,2004.0,5,1,234710455
3550,23600000,57.300674,9,16,88.0,20,7.2,2,2009.0,3,1,102391382
512,23000000,23.839127,9,15,90.0,7,5.9,1,1998.0,1,1,185991646
5879,18000000,78.51783,51,76,124.0,18,8.2,3,1980.0,2,1,538400000
1699,19000000,33.872182,20,32,118.0,23,6.5,4,1995.0,2,1,141407024
546,23000000,27.33256,8,18,85.0,4,6.6,2,1991.0,1,1,86930411
1378,23000000,38.799596,72,13,98.0,5,6.4,1,2000.0,3,2,53302314
910,12500000,20.317469,69,54,101.0,7,6.5,1,2011.0,5,1,75993061
1789,23000000,18.493202,105,15,108.0,8,6.7,3,2000.0,1,1,53187659
4097,23000000,53.682367,24,37,126.0,9,7.9,3,2013.0,2,1,47351251
325,23000000,11.183197,15,28,97.0,7,6.3,3,2001.0,5,1,36642838
73,25000000,8.842722,32,31,99.0,6,5.1,3,2013.0,12,1,6399
66,23000000,8.976738,5,13,114.0,1,5.9,3,1999.0,2,1,18653615
505,23000000,26.257951,15,14,93.0,5,5.6,2,2011.0,2,2,33372606
224,23000000,12.777008,18,30,89.0,13,3.5,2,1987.0,1,1,51881013
55,23000000,6.921263,16,13,102.0,10,6.6,1,1999.0,1,2,10827816
82,23000000,12.869436,10,16,98.0,5,6.1,2,1991.0,3,1,7434726
261,23000000,15.676123,58,42,124.0,12,6.6,5,2007.0,5,1,29541790
56,23000000,5.494047,12,16,86.0,0,5.9,3,2009.0,18,4,9366227
73,23000000,6.618149,14,13,141.0,6,5.5,2,2004.0,2,3,16123851
57,23000000,7.876883,4,18,139.0,14,6.5,3,2009.0,1,3,5837674
1343,25000000,35.169779,44,40,104.0,16,6.5,2,2007.0,3,1,94679598
902,22700000,39.890798,22,28,96.0,19,6.7,2,1987.0,2,1,38119483
431,22500000,22.096286,111,24,112.0,8,6.8,2,2014.0,2,4,15520023
1339,22000000,41.967005,61,14,127.0,7,6.9,5,1990.0,1,1,505000000
1590,23000000,57.110486,90,19,119.0,10,6.5,2,1998.0,1,1,369884651
489,22000000,16.234053,8,11,97.0,6,6.3,4,1994.0,2,1,189833357
110,20000000,11.263361,2,9,127.0,6,6.5,2,2002.0,3,1,75597042
428,22000000,20.699212,9,15,110.0,7,6.0,2,2007.0,3,1,147880543
385,24000000,17.606087,13,12,135.0,17,7.3,2,1995.0,3,1,182016617
304,22000000,13.786075,97,14,84.0,8,4.6,2,2001.0,2,1,84772742
716,22000000,35.227212,30,92,191.0,29,7.4,2,1982.0,6,2,77737889
508,22000000,27.898438,5,39,122.0,5,7.3,1,2014.0,7,3,88880821
354,22000000,23.218144,6,32,114.0,6,5.6,5,1995.0,1,2,110627965
530,22000000,26.071644,42,38,132.0,12,7.2,1,2001.0,1,1,92542418
83,22000000,9.175762,5,35,138.0,2,5.9,1,2014.0,2,2,67800064
2512,22000000,81.829237,102,32,121.0,11,6.6,3,2003.0,5,1,95708457
319,22000000,17.7091,22,19,108.0,24,6.1,2,2005.0,3,2,57479076
301,22000000,17.772518,19,24,108.0,3,6.0,3,2009.0,5,1,35424826
225,22000000,10.259461,17,10,83.0,10,4.7,1,2005.0,3,4,22400154
551,26000000,30.114383,17,12,105.0,2,6.2,1,2013.0,2,1,51164106
160,0,10.547959,75,20,108.0,2,6.0,1,2016.0,6,3,9930095
154,22000000,12.887673,8,13,90.0,6,5.4,3,2001.0,3,4,19351569
223,22000000,13.410919,12,19,94.0,3,6.0,2,2012.0,1,1,77112176
480,22000000,21.865021,117,29,104.0,10,6.4,1,2001.0,3,1,33788161
201,30000000,9.448517,49,19,106.0,7,5.4,2,2001.0,1,2,23619609
1309,22000000,39.006187,19,87,106.0,8,5.7,3,2016.0,3,1,63647656
875,22000000,35.737655,30,16,100.0,11,6.4,2,2013.0,2,1,43058898
77,22000000,4.365196,1,9,95.0,5,6.1,2,2000.0,1,2,13555988
305,22000000,14.725467,15,22,104.0,7,4.2,5,1993.0,1,2,10696210
559,25000000,25.002715,42,27,96.0,6,5.2,3,2015.0,1,1,72629670
277,21000000,13.906611,66,18,145.0,4,7.2,3,2006.0,17,4,26193068
212,22000000,13.960945,57,15,116.0,6,7.2,5,2005.0,7,4,17709155
224,2000000,16.668854,34,18,100.0,3,5.5,3,2012.0,4,3,14400000
659,22000000,48.784734,44,10,92.0,5,6.2,2,2014.0,6,1,15447154
98,22000000,9.088209,9,14,121.0,13,7.4,3,1977.0,3,4,12000000
192,22000000,12.445176,2,11,105.0,12,5.2,1,2010.0,2,1,9479718
720,22000000,29.230298,19,41,116.0,15,6.5,3,2013.0,5,1,15400000
501,25000000,18.961323,16,18,119.0,9,6.5,3,2007.0,3,1,92991835
122,22000000,14.866351,5,15,106.0,1,6.0,3,2013.0,9,2,24000000
546,17000000,15.013386,3,17,111.0,3,5.6,2,2012.0,4,2,73244881
139,18000000,8.700565,41,54,136.0,6,5.5,4,1982.0,1,2,70687344
497,9000000,20.410354,7,14,90.0,17,6.9,2,2007.0,6,1,46
184,21000000,10.207065,8,29,96.0,3,5.1,6,1993.0,3,1,42000000
123,32000000,5.683281,11,21,106.0,1,6.3,2,2001.0,4,1,40222729
4742,21000000,63.599973,60,62,122.0,13,6.9,3,2012.0,1,1,205738714
356,21000000,17.746981,66,28,123.0,17,7.5,2,2007.0,3,2,41170784
22,0,1.934524,3,16,134.0,6,7.0,1,2010.0,1,1,37000000
1692,21000000,34.433521,24,13,92.0,4,6.6,3,2002.0,4,3,43928932
497,20000000,26.21425,10,10,115.0,15,6.4,2,2008.0,3,1,41627431
76,21000000,4.781538,40,42,104.0,20,5.1,3,1999.0,2,1,17762705
189,17000000,10.13559,43,17,98.0,14,6.7,3,2009.0,3,1,14899417
65,21000000,5.815881,30,28,120.0,3,5.8,2,2008.0,1,1,17600000
52,21000000,8.982335,16,16,117.0,0,6.5,2,2002.0,5,2,10011050
276,21000000,13.847872,17,7,91.0,2,6.3,1,2011.0,4,1,970816
41,35000000,4.189378,18,37,114.0,13,5.9,1,1982.0,2,1,69701637
475,15000000,21.928025,57,17,97.0,7,6.7,4,1999.0,8,1,2856712
3854,18000000,68.159596,46,50,115.0,22,7.7,2,1981.0,2,6,389925971
2395,18000000,81.487685,12,18,120.0,4,6.3,4,1992.0,2,2,358991681
1098,20000000,52.456505,32,59,135.0,19,7.2,2,1977.0,3,4,303788635
150,38000000,9.662715,9,15,90.0,5,5.0,2,2006.0,1,2,29907685
613,20000000,25.28436,26,27,100.0,24,6.1,3,1987.0,3,1,299965036
183,20000000,8.351385,10,59,105.0,5,5.4,1,2003.0,2,2,132675402
4443,19000000,18.174804,83,59,119.0,10,8.1,3,1991.0,2,1,272742922
728,20000000,21.815122,10,18,94.0,4,6.5,2,1992.0,1,2,121697323
428,20000000,20.99174,15,42,94.0,7,6.4,3,2010.0,1,2,117224271
406,20000000,19.636044,23,20,116.0,16,5.9,2,1978.0,1,1,187884007
209,20000000,12.25264,2,12,91.0,5,4.9,3,2008.0,1,1,149281606
3092,13000000,49.975409,50,23,112.0,10,7.4,2,2013.0,3,1,318000141
221,32000000,13.590677,14,13,95.0,6,5.2,4,2005.0,3,1,97918663
500,20000000,21.657563,46,40,97.0,0,5.0,1,2014.0,2,1,100525432
1414,35000000,43.057323,21,75,108.0,4,6.7,2,2003.0,6,1,131282949
442,18000000,16.470895,15,11,101.0,9,5.4,2,1995.0,2,1,122195920
679,37000000,28.703007,36,15,109.0,6,6.3,1,2004.0,4,1,113086475
934,20000000,40.903931,14,17,115.0,15,6.7,2,2011.0,3,1,177243185
3674,20000000,95.9229,72,93,134.0,12,7.9,2,2013.0,5,1,187000000
116,20000000,4.748929,9,15,118.0,6,6.2,4,2002.0,1,1,57588485
29,20000000,2.986286,2,10,121.0,0,6.1,2,2010.0,2,1,60072596
3601,20000000,47.51363,14,28,105.0,8,7.5,3,1990.0,1,1,53000000
2562,20000000,53.161905,52,26,110.0,13,7.6,2,2016.0,3,1,207945075
422,1800000,15.978136,22,11,104.0,11,7.4,3,1971.0,3,2,41158757
1252,20000000,42.512296,4,33,100.0,7,6.3,1,2016.0,3,2,183936074
222,20000000,10.098722,18,22,83.0,5,3.6,1,2006.0,3,1,48548426
290,20000000,15.341196,9,12,72.0,1,6.1,4,2002.0,5,1,109862682
817,20000000,29.023184,18,38,127.0,8,7.4,2,2014.0,5,1,66787908
269,20000000,19.819893,10,9,72.0,14,5.6,3,2003.0,4,1,135680000
191,20000000,11.62423,47,17,89.0,6,4.6,4,2005.0,4,3,67192859
381,20000000,22.049787,22,20,96.0,5,5.8,3,2007.0,3,1,84146832
143,30000000,9.829859,30,8,77.0,7,6.3,2,2000.0,1,1,45554533
1261,20000000,29.295801,32,24,123.0,7,6.7,3,2009.0,4,3,41596251
276,20000000,14.136476,15,34,111.0,7,6.8,3,2015.0,4,1,43967255
326,20000000,6.064638,15,18,86.0,0,3.2,3,2007.0,4,1,86865564
2686,20000000,41.503588,98,74,128.0,17,7.8,3,2015.0,5,1,88346473
292,20000000,20.495749,17,17,110.0,10,5.9,3,2008.0,2,1,27640028
283,20000000,13.906944,18,21,102.0,3,5.2,2,2006.0,3,3,39143839
24,20000000,2.003047,9,38,124.0,5,6.0,3,1998.0,1,1,37672350
129,20000000,11.203335,17,28,115.0,3,5.8,4,2006.0,2,1,41237648
131,20000000,8.265317,38,9,98.0,4,6.1,4,1979.0,1,1,35841901
481,20000000,18.632156,51,20,104.0,5,5.8,3,2010.0,5,2,65464324
114,20000000,6.92592,19,12,127.0,5,7.0,1,1997.0,2,2,60000000
315,20000000,17.165039,18,21,82.0,7,4.2,2,2010.0,2,2,80547866
1055,25000000,25.785925,23,50,143.0,13,6.9,1,2006.0,4,6,135330182
505,19800000,20.311684,9,33,103.0,8,6.5,2,2014.0,3,1,41296320
435,20000000,20.975165,26,45,104.0,11,7.0,2,2008.0,2,1,50907234
660,32000000,26.509175,28,6,98.0,22,6.6,5,2004.0,2,4,50907422
465,20000000,26.497025,27,20,92.0,7,5.3,2,2013.0,2,1,47241945
793,20000000,36.819044,22,19,86.0,5,4.6,1,2013.0,1,1,78378744
63,20000000,7.902536,9,13,158.0,2,6.2,5,1969.0,3,2,31678778
612,20000000,30.909699,6,13,128.0,13,7.1,2,2008.0,1,1,54586584
295,20000000,16.663797,21,30,107.0,12,5.7,1,2016.0,4,1,46069568
531,35000000,27.724913,105,11,91.0,3,5.3,3,2002.0,5,3,68349884
328,19000000,17.971883,24,24,108.0,11,6.0,1,2011.0,2,1,35387212
444,20000000,25.041992,9,34,108.0,31,6.3,3,1998.0,2,1,67200000
257,20000000,14.857884,49,9,113.0,7,6.3,2,2010.0,3,3,45636368
628,30000000,23.982956,14,49,113.0,9,7.0,4,2000.0,2,2,47126295
697,20000000,30.387754,56,27,112.0,21,6.6,3,2008.0,5,1,64822796
3652,20000000,56.481487,21,19,108.0,15,7.9,3,2004.0,3,1,72258126
368,20000000,19.962713,13,15,105.0,4,6.0,2,2010.0,3,1,32005248
363,20000000,18.666876,16,48,109.0,2,6.3,4,2008.0,4,2,65569869
1778,20000000,55.964605,11,55,109.0,4,6.7,3,2013.0,4,1,46089287
634,20000000,28.019226,67,16,98.0,15,6.0,5,2009.0,5,1,51416464
525,20000000,16.176976,38,14,104.0,8,5.9,2,2010.0,2,1,49779728
593,20000000,17.237143,26,16,109.0,6,6.0,3,2011.0,6,1,17425000
155,9000000,4.34503,28,20,100.0,5,5.3,2,2006.0,4,1,27105095
124,20000000,12.300789,4,12,88.0,8,5.3,2,2010.0,3,1,39300000
288,20000000,15.804814,22,20,97.0,5,5.2,6,2006.0,1,1,37597471
44,40000000,4.100942,22,29,89.0,0,5.1,2,2009.0,1,1,28972508
175,20000000,12.309715,16,14,106.0,6,6.7,4,1995.0,2,1,21284514
2181,20000000,62.933899,42,22,96.0,13,7.1,3,2016.0,3,1,83707310
299,20000000,16.074397,44,14,115.0,2,6.3,3,2008.0,3,2,20211394
2320,806948,93.067866,22,30,109.0,13,8.2,3,1960.0,3,1,32000000
220,20000000,17.145287,24,33,101.0,12,5.4,2,2008.0,5,1,36620508
542,20000000,27.256849,7,38,103.0,1,6.7,2,2014.0,3,1,34077920
7,20000000,0.173964,1,15,98.0,0,4.9,1,1981.0,0,1,2297493
260,20000000,14.370111,19,15,121.0,9,6.8,4,1985.0,2,1,18432000
52,20000000,11.090254,2,5,114.0,1,6.5,3,1998.0,2,1,18253415
334,20000000,20.82778,15,31,124.0,11,7.1,1,2007.0,5,1,22222308
3045,15000000,43.644978,50,25,148.0,11,7.8,2,2007.0,4,2,56255142
111,20000000,8.244324,26,33,100.0,5,5.6,3,2006.0,1,1,17807569
432,20000000,23.292761,25,22,94.0,9,5.0,3,2012.0,2,1,52302796
1603,19000000,64.181668,75,33,108.0,26,6.9,4,1996.0,4,2,25836616
39,0,4.031585,17,10,103.0,6,6.3,3,1995.0,3,2,17519169
831,20000000,13.658985,19,17,99.0,7,7.2,4,2004.0,1,1,100914445
394,20000000,10.446722,16,16,128.0,9,7.3,1,2007.0,10,5,73276047
918,20000000,32.243357,14,27,124.0,9,7.2,3,2003.0,3,1,60427839
52,20000000,9.149089,34,10,84.0,1,5.8,3,2004.0,3,2,16605763
83,20000000,5.596835,11,16,101.0,11,5.3,2,2003.0,2,1,17432163
167,20000000,10.50098,2,9,120.0,9,7.0,1,2009.0,2,2,17436509
41,20000000,3.011205,19,59,199.0,3,6.5,2,1965.0,1,1,15473333
336,19500000,15.012237,9,11,111.0,2,6.2,3,2015.0,8,1,34854990
240,25000000,16.238961,13,15,87.0,4,3.0,2,2008.0,3,1,14109284
208,20000000,15.21229,13,16,88.0,6,5.5,4,2009.0,4,2,22942221
125,20000000,6.397042,18,31,97.0,11,6.5,4,1997.0,4,1,13801755
671,20000000,19.220789,7,37,106.0,10,6.2,2,2011.0,3,1,30426096
715,20000000,35.232278,19,13,95.0,10,5.8,3,2012.0,3,1,32204030
861,20000000,35.542809,86,27,96.0,22,5.9,3,2009.0,3,1,34560577
12,20000000,3.476925,38,18,123.0,4,6.1,1,2006.0,1,1,13391174
81,30000000,5.133744,15,42,101.0,5,6.4,4,2002.0,3,3,27674124
289,20000000,14.031377,20,11,101.0,9,6.0,2,2005.0,3,2,12482775
139,20000000,17.227376,3,21,96.0,1,6.1,4,2002.0,2,1,12398628
220,20000000,15.66135,44,61,108.0,5,5.7,4,2009.0,5,2,17280326
641,20000000,19.705311,21,24,116.0,9,6.7,3,2010.0,4,1,24145613
797,20000000,29.371987,62,27,115.0,3,5.6,2,2016.0,5,1,12639297
187,20000000,11.352693,9,22,96.0,5,7.3,2,1997.0,1,1,10686841
950,20000000,30.477114,24,15,100.0,11,6.3,1,2015.0,3,2,36606743
297,20000000,12.643703,63,14,105.0,12,6.5,4,2007.0,5,1,16974459
35,0,5.886228,4,8,88.0,8,1.9,2,2004.0,2,1,9109322
133,0,6.925645,9,23,83.0,6,5.4,3,2005.0,1,1,12382362
78,20000000,9.36146,2,13,84.0,0,4.7,3,2007.0,1,1,10337477
24,20000000,6.102663,3,14,98.0,3,6.4,1,2004.0,1,1,11341016
15,8000000,0.709143,10,11,149.0,7,6.5,4,1969.0,1,1,20000000
833,20000000,45.742217,24,101,148.0,6,6.5,5,2014.0,3,1,11110975
88,20000000,8.237336,16,13,110.0,2,5.9,2,2013.0,1,1,16549477
20,20000000,2.605374,2,46,83.0,4,4.1,2,2008.0,1,1,7000000
631,12000000,29.072964,42,22,107.0,5,5.3,3,2013.0,7,2,15008161
69,0,4.961306,5,16,87.0,2,4.7,1,2008.0,3,1,6575282
185,20000000,12.232048,40,81,106.0,3,7.0,3,2015.0,2,1,6420319
571,15000000,27.133277,59,34,99.0,9,6.2,2,2011.0,6,1,27462041
532,8700000,26.093043,26,16,100.0,21,6.8,3,2006.0,4,1,7659918
173,20000000,9.292987,13,29,96.0,14,3.1,4,2005.0,5,2,10442808
126,20000000,7.716606,17,52,111.0,5,5.4,4,2009.0,3,1,5210988
546,20000000,37.629309,78,22,125.0,17,6.5,3,2014.0,7,2,12007070
195,20000000,13.032308,16,18,135.0,11,6.6,2,2007.0,9,1,4001121
271,20000000,15.131867,20,22,93.0,3,4.8,2,2012.0,6,2,16863583
203,20000000,10.218307,20,25,114.0,2,6.8,4,2008.0,3,4,5530764
1983,26500000,60.732738,68,14,134.0,11,8.2,3,1997.0,4,1,159375308
218,2000000,14.617944,34,24,104.0,17,7.1,6,2005.0,7,1,5048693
12,20000000,5.65327,4,5,84.0,0,3.3,1,2003.0,1,1,1675706
1552,20000000,44.566609,81,19,107.0,9,6.9,3,2002.0,2,1,5359645
52,40000000,8.978408,2,4,125.0,2,6.5,2,2008.0,5,3,7400000
156,10000000,11.267676,51,20,122.0,8,5.4,2,2015.0,3,3,3727746
33,20000000,3.581906,10,15,107.0,3,6.2,1,1994.0,5,1,305070
107,0,12.373248,8,10,86.0,3,6.1,5,2008.0,1,1,47301471
139,20000000,10.617236,7,14,107.0,6,4.5,6,2011.0,3,2,4634062
31,20000000,3.620537,19,12,110.0,12,6.0,2,2010.0,2,1,346594
585,0,27.215666,44,25,106.0,2,5.3,3,2015.0,6,1,17671101
465,27220000,28.060472,12,19,105.0,5,6.1,2,2013.0,9,1,5496951
1046,22000000,45.707835,67,57,181.0,17,7.6,3,1990.0,2,1,424208848
1584,20000000,28.497242,45,45,92.0,4,5.4,1,2011.0,2,1,216197492
141,19000000,11.47316,7,12,113.0,12,6.7,3,1989.0,1,1,110879513
713,19000000,25.28132,31,67,95.0,13,6.1,1,2004.0,4,3,70067909
1476,14000000,45.99611,81,19,111.0,8,7.0,3,1996.0,2,1,173046663
3757,19000000,78.699993,17,12,144.0,16,8.1,2,1980.0,3,1,44017374
6079,19000000,76.603233,40,51,116.0,29,8.0,4,1985.0,3,1,381109762
209,19000000,13.664614,95,15,93.0,2,5.5,3,1999.0,2,1,40846082
583,19000000,27.494037,19,20,101.0,10,5.9,3,2010.0,3,1,49830607
404,18000000,18.47518,30,10,95.0,13,5.3,1,2003.0,3,4,101564935
208,19100000,10.559414,50,18,109.0,3,6.5,5,2011.0,3,1,5728213
633,20000000,28.867568,76,39,101.0,6,6.2,3,2010.0,4,1,54956140
3840,15000000,118.968562,34,19,125.0,15,8.3,4,2001.0,1,1,274925095
108,25000000,7.436491,17,28,132.0,19,6.5,3,1984.0,1,1,8613462
1486,0,57.84156,67,35,131.0,4,7.4,1,2013.0,3,2,76586316
342,19000000,17.952817,33,11,109.0,17,6.0,3,2008.0,3,1,18755936
465,19000000,21.959742,4,15,100.0,13,6.4,2,2010.0,5,1,29922472
33,19000000,4.229942,4,26,188.0,2,6.0,2,1964.0,2,1,4750000
208,19000000,11.766564,45,28,97.0,9,6.2,3,2011.0,4,1,6928068
40,0,2.366251,11,20,121.0,1,5.8,1,2012.0,3,1,5310554
5,19000000,0.068228,1,6,93.0,1,5.6,3,1993.0,1,1,2119994
588,19000000,30.205943,26,18,90.0,11,6.0,3,2005.0,4,1,108047131
638,19000000,26.441669,18,25,114.0,4,7.3,3,2002.0,6,2,32801173
381,15000000,15.262492,77,32,93.0,5,6.0,1,2005.0,4,5,46770602
1301,18500000,44.511363,100,28,118.0,9,7.2,3,1998.0,5,1,10680275
518,18500000,16.665841,36,23,100.0,0,6.0,3,2009.0,7,2,31912793
2713,18000000,36.471231,36,51,96.0,8,6.2,1,2014.0,3,1,268157400
2472,23000000,85.30318,14,16,101.0,7,6.6,4,1994.0,2,2,351583407
993,18000000,20.716023,11,15,104.0,16,6.9,5,1988.0,3,1,151668774
1579,18000000,29.487784,23,12,82.0,16,6.5,1,2006.0,2,3,261572744
882,18000000,25.43954,24,21,96.0,4,6.1,1,2001.0,2,1,141774679
434,18000000,15.314027,12,18,105.0,0,6.4,4,1984.0,1,2,87000000
659,19000000,32.602868,62,19,122.0,14,6.3,4,2005.0,3,1,144216468
308,17000000,9.832326,7,16,88.0,7,5.5,1,1999.0,3,1,65535067
392,16000000,33.452469,53,27,110.0,4,3.7,3,2014.0,1,1,19682924
74,18000000,6.501815,3,20,106.0,1,5.6,2,2004.0,1,1,65070412
656,23000000,26.58873,11,19,91.0,9,6.5,3,2003.0,3,1,76488889
1013,16500000,36.15716,22,27,94.0,17,6.5,3,1997.0,3,1,67683989
322,18000000,16.027955,18,38,94.0,2,5.5,3,2016.0,4,1,88923251
238,21000000,14.329891,4,19,99.0,2,6.3,2,2011.0,2,1,72417394
2093,18000000,50.009408,66,11,107.0,7,7.3,4,1987.0,6,2,98235548
1076,18000000,31.82675,28,60,160.0,11,7.8,3,1984.0,1,4,51973029
167,0,9.642041,34,23,88.0,10,4.8,2,2008.0,1,2,14796236
2320,17000000,36.423717,43,38,97.0,10,6.9,1,2004.0,3,4,129042871
246,19800000,11.693272,21,30,137.0,3,6.8,3,2001.0,1,1,87754044
136,18000000,12.243887,8,17,103.0,2,5.9,4,1986.0,2,1,41382841
4535,18000000,89.811154,77,50,119.0,7,7.4,2,2014.0,5,1,103215094
1098,18000000,34.694216,13,16,98.0,6,7.0,2,2013.0,1,1,99206215
367,15000000,17.50138,58,24,111.0,5,6.9,5,2006.0,4,3,76286096
303,18000000,18.492655,17,21,94.0,16,6.0,3,2003.0,3,1,62646763
311,1000000,14.518598,33,15,89.0,13,6.4,1,1980.0,3,1,21378361
342,18000000,19.234672,3,16,106.0,7,6.9,2,2011.0,5,1,47088990
72,18000000,4.504377,21,20,121.0,5,6.7,3,1970.0,2,2,24911670
225,0,10.529143,4,24,86.0,4,5.6,3,2009.0,2,1,24007324
383,18000000,18.379124,64,11,103.0,9,5.8,3,1984.0,1,1,100000000
938,18000000,35.524457,50,47,129.0,12,7.7,1,1980.0,1,1,23000000
180,18000000,13.472365,17,16,109.0,6,5.6,2,2009.0,6,1,36133014
2606,18000000,52.464877,68,29,94.0,20,7.0,3,2010.0,7,1,35692920
90,18000000,6.961736,4,5,115.0,11,6.8,2,2000.0,1,1,17200925
167,17000000,9.191187,3,15,107.0,5,5.4,2,2015.0,3,1,24000000
76,18000000,4.492859,21,34,92.0,1,4.9,3,2004.0,5,1,16702864
1573,30000000,53.670525,64,19,122.0,6,6.8,2,2015.0,6,1,34441873
14,18000000,11.725805,3,14,98.0,4,3.7,4,1981.0,1,1,2945600
