vote_count,budget,popularity,crew_count,cast_count,runtime,keywords_count,vote_average,genres_count,release_year,production_companies_count,spoken_languages_count,revenue
226,60000000,14.113066,23,35,97.0,3,6.0,4,2004.0,3,1,61347797
1135,57000000,48.622278,35,11,95.0,10,4.7,3,2011.0,7,1,149217355
145,57000000,9.061866,12,13,131.0,8,5.5,3,2001.0,2,4,62112895
842,56000000,35.4763,14,76,95.0,8,5.8,5,2005.0,2,2,113006880
381,56000000,23.438398,34,49,86.0,6,6.0,4,2004.0,6,1,57223890
7927,55000000,138.133331,93,66,142.0,19,8.2,3,1994.0,1,1,677945399
1177,60000000,47.336034,24,16,92.0,15,5.5,5,2007.0,4,4,361366633
1698,55000000,29.97224,84,19,108.0,15,6.6,2,2000.0,4,1,330444045
1457,55000000,47.845589,31,16,81.0,27,6.7,4,1995.0,2,1,346079773
1022,55000000,48.507081,19,92,143.0,17,6.9,4,1978.0,3,1,300218018
702,54000000,20.28119,11,21,95.0,3,5.4,4,1996.0,2,1,128769345
1665,70000000,34.576913,8,17,118.0,3,6.4,3,2005.0,2,1,368100420
1129,55000000,36.194802,110,15,103.0,6,6.0,2,2003.0,4,1,231449203
2454,55000000,52.786917,85,17,134.0,15,7.6,3,2013.0,1,2,95000000
1122,55000000,38.06168,21,29,97.0,22,5.9,1,2010.0,3,2,152263880
1019,50000000,19.830132,22,34,100.0,12,6.0,3,1995.0,3,1,287928194
2954,55000000,79.922059,82,38,132.0,27,7.1,3,2014.0,6,1,192330738
485,55000000,19.738215,82,18,105.0,10,5.6,3,2002.0,1,2,154906693
498,53000000,20.334629,32,18,116.0,16,7.0,3,1995.0,2,1,157387195
2525,55000000,80.581367,34,49,117.0,12,7.7,1,2006.0,4,2,307077295
772,55000000,32.05145,12,15,98.0,4,6.1,3,2005.0,2,6,223387299
210,55000000,15.064058,6,12,123.0,4,5.9,5,1994.0,2,1,214015089
529,55000000,21.272734,14,16,114.0,10,6.4,3,1998.0,5,2,198685114
4949,30000000,79.754966,161,36,111.0,15,7.7,2,2003.0,3,3,180949000
3948,30000000,50.622607,130,27,136.0,10,7.6,3,2004.0,3,4,152159461
458,55000000,22.787667,7,16,104.0,3,6.1,3,1989.0,1,1,63408614
636,55000000,29.498304,8,20,104.0,6,6.3,2,1992.0,1,1,149022650
735,55000000,25.400935,13,22,110.0,9,6.2,4,2000.0,3,3,56932305
256,55000000,17.231675,22,18,133.0,22,5.8,4,1996.0,2,1,121969216
751,55000000,32.835777,10,17,94.0,12,5.7,2,2011.0,4,1,187361754
461,55000000,17.097041,25,15,104.0,7,6.3,3,2008.0,4,2,127906624
254,55000000,14.414937,13,17,91.0,5,5.7,3,2013.0,2,1,110000000
1633,50000000,45.856409,47,25,114.0,21,6.2,3,1992.0,2,1,159773545
120,55000000,7.027139,9,12,134.0,8,5.9,3,1996.0,2,2,141047179
658,55000000,32.657488,75,33,122.0,14,6.7,4,1998.0,2,3,41610884
236,50000000,12.46525,11,15,109.0,9,6.4,1,1996.0,2,1,75000000
883,55000000,39.882276,8,68,95.0,7,7.0,2,2014.0,9,1,259207227
881,68000000,39.395881,14,19,98.0,12,5.3,1,2012.0,8,1,68267862
189,55000000,8.634954,53,5,94.0,16,6.0,4,2003.0,2,1,34234008
188,55000000,8.802525,14,40,118.0,15,5.1,1,2003.0,2,1,33828318
251,0,10.449975,3,16,91.0,11,5.4,1,2008.0,4,1,33472850
374,60000000,23.700759,57,13,88.0,5,6.4,4,2012.0,3,1,118338361
1131,55000000,27.50916,32,74,141.0,15,7.3,3,2008.0,3,1,113020255
284,50000000,20.58862,23,75,107.0,6,5.3,4,1996.0,3,1,60209334
194,55000000,4.366488,21,10,116.0,10,5.7,3,1996.0,2,1,18626419
438,70000000,18.927463,22,9,143.0,19,7.0,3,2004.0,4,2,154648887
303,55000000,15.274137,71,22,114.0,14,6.6,3,2007.0,3,3,74237563
703,62000000,29.954302,21,52,93.0,16,5.4,2,2005.0,6,1,52304001
48,56000000,4.362535,72,21,214.0,6,6.1,3,2003.0,3,1,12923936
62,55000000,4.700024,32,45,100.0,6,5.2,3,1997.0,2,1,11466088
316,50000000,14.808304,7,66,112.0,2,6.2,4,2014.0,2,2,80383290
91,57000000,9.27875,20,28,95.0,8,4.2,6,2004.0,3,1,28283637
573,55000000,22.863516,19,33,119.0,4,6.9,2,2010.0,1,1,89519773
395,2000000,23.962109,9,11,153.0,23,7.3,2,1962.0,3,1,9250000
123,55000000,12.669778,15,12,96.0,5,5.3,2,2002.0,1,1,6416302
1528,54000000,67.169587,167,48,117.0,19,6.2,4,2002.0,8,3,155010032
2039,55000000,41.472404,21,17,123.0,6,7.5,1,2008.0,4,2,168167691
481,55000000,22.503935,84,19,92.0,0,5.2,3,2013.0,8,1,9489829
1546,54000000,59.194915,24,38,162.0,11,7.1,3,1990.0,1,4,136766062
327,57000000,22.894898,6,13,123.0,8,6.1,3,2005.0,4,1,52034889
407,54000000,18.600367,17,14,108.0,3,5.4,2,2006.0,3,1,130431368
629,54000000,30.515175,60,50,127.0,13,6.5,4,1980.0,3,1,190458706
104,54000000,9.053456,27,18,121.0,8,3.5,1,2003.0,3,1,7266209
95,55000000,7.768223,23,12,125.0,14,5.7,2,2006.0,5,1,9450897
308,46000000,19.643365,16,12,99.0,11,5.5,4,2000.0,2,3,107196498
1432,53000000,45.565918,63,12,94.0,6,7.4,2,1997.0,5,3,139804348
1300,52500000,57.374341,19,100,127.0,15,7.4,3,2001.0,2,3,179213434
113,75000000,8.41856,8,9,89.0,11,5.4,3,2001.0,1,1,54249294
1242,53000000,46.049902,79,65,122.0,3,6.3,2,2015.0,7,1,98837872
526,90000000,23.9366,60,28,132.0,6,6.7,3,2006.0,4,1,65900249
1486,53000000,49.593978,46,20,109.0,9,7.2,3,2009.0,3,1,126690726
459,67000000,16.637642,54,32,191.0,4,6.8,3,2007.0,8,2,25037897
81,0,6.162872,48,8,124.0,3,5.4,2,2007.0,5,1,5761917
3795,52000000,73.944049,103,123,141.0,9,7.7,2,2002.0,3,2,352114312
1702,40000000,38.306954,19,31,157.0,37,6.7,3,2012.0,3,2,132820716
832,52000000,26.251217,18,16,106.0,15,5.6,2,2006.0,3,1,204999686
1386,52000000,30.780599,14,26,108.0,8,6.4,2,2008.0,5,2,609841637
1013,52000000,25.41929,14,23,125.0,10,5.7,2,2010.0,3,1,216485654
316,50000000,15.98212,72,22,104.0,5,5.1,3,2005.0,4,1,110803676
771,52000000,40.072583,20,26,170.0,22,7.2,3,1998.0,3,2,98126565
736,52000000,32.015477,41,19,112.0,7,5.9,1,2011.0,4,1,75450437
435,82000000,24.444186,19,17,118.0,3,6.9,3,1999.0,1,1,47434430
1307,52000000,40.06688,10,45,178.0,5,7.8,2,1995.0,4,1,116112375
675,52000000,27.916284,67,25,92.0,14,6.1,3,2010.0,8,4,52826594
927,51000000,39.001682,103,16,116.0,4,6.1,1,2000.0,2,2,149270999
225,51000000,10.430832,20,20,90.0,5,5.3,3,2006.0,3,1,72779000
109,0,5.952527,20,21,93.0,4,5.1,2,2006.0,4,1,47231070
2436,50000000,94.815867,26,37,130.0,5,5.6,4,2009.0,5,2,709827462
4056,60000000,67.298732,76,29,90.0,11,7.3,5,2001.0,3,1,484409218
1652,50200000,26.60772,64,20,106.0,18,6.5,3,2011.0,4,1,127869379
909,48000000,28.803729,9,35,143.0,5,6.6,1,1991.0,2,1,390493908
913,50000000,27.039636,9,23,139.0,4,6.7,3,1996.0,2,2,273552592
4697,50000000,68.87691,83,50,106.0,5,6.3,2,2012.0,3,1,549368315
915,50000000,37.885022,35,56,139.0,13,7.2,2,1997.0,2,1,314178011
832,50000000,35.537397,54,28,115.0,4,7.0,2,1998.0,4,1,202292902
923,50000000,38.125008,8,27,119.0,8,6.0,1,2013.0,3,1,173649015
644,50000000,18.121404,12,13,96.0,13,5.6,2,2002.0,4,1,171269535
2435,50000000,37.069253,18,24,112.0,7,6.6,3,2011.0,4,1,260095987
716,52000000,30.347332,98,10,131.0,5,7.1,1,2000.0,1,2,256271286
850,50000000,23.854701,11,22,116.0,6,6.3,2,2003.0,1,1,177371441
3319,50000000,52.380982,34,25,112.0,5,7.0,3,2014.0,8,1,188441614
1516,60000000,50.163785,18,15,123.0,7,7.2,2,1994.0,1,2,223664608
1813,70000000,43.849351,39,20,104.0,2,6.4,1,2008.0,4,3,225990978
1650,50000000,45.318703,64,37,107.0,6,6.2,2,2016.0,4,1,216972543
854,50000000,38.616744,24,21,96.0,1,5.8,1,2015.0,3,1,242786137
1652,50000000,65.90161,76,19,125.0,12,5.6,3,2014.0,3,1,212902372
1630,45000000,45.220386,26,64,129.0,8,7.3,3,2006.0,3,2,184376254
548,90000000,17.457947,75,14,100.0,4,6.7,4,1999.0,2,1,161626121
213,50000000,10.755847,9,21,109.0,4,5.0,6,1995.0,2,2,152022101
909,50000000,38.629763,3,15,124.0,1,6.5,3,2011.0,4,1,120081841
1486,50000000,32.693093,23,17,121.0,13,5.9,6,2009.0,6,1,155446362
399,50000000,18.806031,8,12,97.0,5,5.5,1,2006.0,3,1,88715192
632,50000000,32.233713,106,17,110.0,13,5.4,3,2005.0,3,1,161451538
2443,50000000,37.990705,41,28,118.0,7,7.0,3,2011.0,1,1,142851197
820,50000000,17.667826,12,14,80.0,4,5.2,3,2004.0,3,1,200804534
1381,50000000,46.180421,49,67,133.0,11,7.0,1,2011.0,2,1,110206216
513,50000000,30.397496,13,14,127.0,8,6.3,4,1995.0,4,3,189859560
2268,50000000,83.295796,33,28,106.0,7,6.8,3,2014.0,7,2,222809600
509,50000000,23.935053,10,45,98.0,9,5.5,6,2009.0,2,1,106303988
4442,54000000,84.630969,194,77,132.0,24,7.7,3,2006.0,8,1,132511035
692,50000000,16.251204,15,47,115.0,8,6.0,4,2003.0,5,2,88323487
106,50000000,9.894346,52,23,86.0,9,6.2,4,2006.0,3,1,69834815
542,50000000,12.050755,109,16,101.0,5,5.1,5,2005.0,2,1,66002004
220,50000000,11.596207,107,16,113.0,5,6.0,1,2001.0,7,4,100020092
3239,50000000,53.02787,24,23,88.0,16,5.7,3,2013.0,6,1,224803475
276,50000000,14.382253,26,12,124.0,7,6.3,2,2002.0,4,2,119137784
1567,50000000,43.450266,22,49,109.0,8,5.9,4,2011.0,4,2,144492830
451,50000000,16.871194,48,31,128.0,13,6.3,2,2005.0,6,6,94000000
938,50000000,42.526529,80,33,144.0,13,7.0,5,2016.0,5,2,69411370
755,50000000,34.890999,16,28,95.0,4,7.3,6,2014.0,4,1,97437106
267,45000000,18.186026,9,19,105.0,7,5.6,1,2006.0,5,1,82800000
223,50000000,13.576765,18,11,121.0,11,6.4,3,1997.0,3,2,50068310
395,50000000,19.434672,16,14,125.0,20,6.0,2,1997.0,6,1,48169156
1506,50000000,62.925175,11,46,129.0,5,7.5,3,1997.0,3,3,109423648
1067,50000000,32.927994,38,16,125.0,25,6.3,2,2006.0,4,1,97607453
1611,50000000,39.920035,11,22,113.0,9,6.1,1,2012.0,1,1,234989584
582,50000000,28.725621,31,47,140.0,11,6.8,6,1998.0,2,1,44547681
817,50000000,20.566554,81,98,89.0,4,5.8,2,2014.0,4,1,160602194
434,50000000,20.333953,14,23,104.0,23,5.5,3,1994.0,2,1,119208989
652,50000000,33.98637,17,27,106.0,18,6.2,3,1990.0,2,1,41482207
1417,50000000,42.472324,39,16,141.0,3,7.2,1,2014.0,4,1,83719388
1267,45000000,29.880122,94,87,94.0,8,6.1,3,2004.0,2,1,129394835
750,50000000,28.803802,86,43,108.0,7,6.1,2,2004.0,6,3,40203020
298,50000000,14.993459,109,12,105.0,4,6.1,3,2003.0,3,1,55495563
104,50000000,9.114168,12,10,102.0,6,4.5,2,1994.0,1,2,49000000
269,50000000,12.31101,64,8,92.0,2,4.4,3,2005.0,1,1,69425966
1233,40000000,41.362082,10,16,119.0,15,6.3,4,2000.0,1,5,144056873
189,50000000,13.298205,63,28,119.0,7,5.9,3,2004.0,3,1,49718611
371,40000000,19.085403,24,38,99.0,6,6.2,3,2009.0,9,1,60462347
205,50000000,11.106006,28,18,115.0,5,4.4,3,1996.0,2,1,113309743
149,50000000,12.25622,19,18,87.0,0,5.0,2,2010.0,1,1,83761844
510,50000000,13.365715,2,26,129.0,0,5.8,2,2010.0,4,2,105197635
268,50000000,16.167093,30,26,120.0,13,6.0,3,2002.0,3,1,56714147
387,50000000,23.073933,71,17,132.0,19,6.0,4,1995.0,6,3,30303072
654,50000000,6.567065,19,17,121.0,4,6.0,3,2007.0,7,3,82169884
75,50000000,6.22577,29,17,95.0,6,5.9,3,1999.0,2,2,58900031
1817,44000000,42.933027,19,36,125.0,8,6.0,5,2013.0,4,1,63327201
1817,44000000,42.933027,10,7,125.0,8,6.0,5,2013.0,4,1,63327201
286,50000000,19.226763,58,17,98.0,9,6.2,5,2003.0,2,1,42792561
206,50000000,10.089065,33,18,110.0,8,6.1,4,2002.0,2,2,26199517
368,50000000,13.391833,8,36,118.0,1,6.0,3,2009.0,4,5,60161391
373,50000000,21.637234,33,17,97.0,7,5.6,4,1996.0,2,1,42277365
1436,70000000,61.245957,45,29,86.0,7,7.6,5,1999.0,1,1,23159305
775,50000000,25.237969,21,16,119.0,6,7.1,3,2004.0,2,7,34808403
428,50000000,21.589393,71,38,139.0,2,6.6,5,2016.0,3,2,25035950
480,50000000,22.442241,52,125,130.0,12,7.3,3,2003.0,5,2,38955598
1148,50000000,74.64653,60,18,114.0,5,6.3,5,2015.0,3,1,71561644
848,51500000,35.481169,51,19,100.0,20,7.2,3,2007.0,9,5,55112356
458,50000000,14.723467,9,9,110.0,6,5.8,4,2005.0,3,1,44434439
367,60000000,21.084542,14,32,148.0,10,6.2,5,1999.0,2,2,66976317
501,49900000,21.408222,11,27,102.0,12,5.2,1,2011.0,2,1,26121638
391,50000000,19.267479,85,20,84.0,3,5.8,3,2011.0,2,1,38502340
81,50000000,3.314004,8,15,114.0,4,5.9,3,1997.0,2,1,10541523
274,50000000,21.312186,8,8,99.0,3,5.8,4,1994.0,1,3,16671505
108,50000000,7.44268,10,11,135.0,6,5.5,3,1995.0,2,1,10382407
235,22000000,12.54949,3,18,108.0,5,6.5,2,2010.0,2,1,24188922
444,50000000,18.394571,29,26,127.0,4,6.0,2,2005.0,5,2,22944502
44,50000000,8.189406,6,21,95.0,4,5.2,4,1995.0,1,1,9851610
760,50000000,27.631262,98,29,95.0,7,5.6,3,2009.0,2,1,40828540
984,60000000,40.721373,21,47,124.0,8,5.6,3,2013.0,4,1,60052138
797,50000000,37.253774,17,124,100.0,6,4.7,1,2016.0,2,1,55969000
76,50000000,6.397388,12,15,88.0,20,5.0,2,2004.0,3,1,6808550
600,50000000,30.387148,70,51,105.0,10,5.3,4,2011.0,5,1,28931401
112,50000000,8.139676,6,7,97.0,4,3.9,4,2009.0,2,1,12764201
437,49000000,21.746245,77,19,87.0,1,5.7,3,2001.0,4,1,72700000
71,49000000,2.808428,32,55,104.0,6,6.2,5,1990.0,2,1,20423389
666,50000000,31.02233,14,30,116.0,5,7.2,2,2009.0,6,1,36348784
562,48000000,25.170217,25,29,147.0,10,6.9,3,2000.0,5,2,207515725
3152,48000000,80.972475,46,51,127.0,18,7.6,2,1989.0,2,3,474171806
639,0,26.38704,25,54,130.0,6,6.5,2,2012.0,3,2,68929150
3062,49000000,116.700319,50,45,120.0,5,6.6,3,2015.0,8,1,104399548
826,73000000,33.884459,120,21,118.0,3,6.5,4,1999.0,2,1,151493655
1267,48000000,53.043124,67,16,111.0,5,6.5,3,2002.0,2,1,196397415
692,75000000,34.973086,18,17,114.0,14,6.6,3,1999.0,6,2,108000000
547,50000000,40.371098,64,24,137.0,9,6.1,2,2015.0,3,1,3324330
518,48000000,18.60049,14,20,112.0,5,6.0,2,2001.0,3,1,85498534
695,48000000,30.920075,58,30,120.0,16,7.1,2,2001.0,4,1,50315140
512,48000000,19.348007,19,11,93.0,6,5.6,3,2000.0,3,3,90383208
68,58000000,8.59075,17,32,127.0,4,6.6,4,1984.0,3,2,25928721
1188,55000000,48.801089,94,44,122.0,21,6.9,1,2007.0,4,1,70016220
2200,48000000,88.844777,100,56,109.0,7,6.1,2,2014.0,9,1,325771424
333,48000000,16.000178,12,16,123.0,5,6.5,3,1998.0,2,1,77745568
594,47000000,19.525659,11,17,96.0,5,5.7,3,1996.0,1,1,102825796
9,0,1.246883,7,10,101.0,7,6.6,1,1998.0,1,1,528972
251,47000000,7.859226,9,25,103.0,6,5.9,5,1990.0,1,1,103738726
339,48000000,18.102572,16,13,113.0,9,6.6,3,1999.0,2,1,124305181
103,48000000,7.226115,6,17,132.0,11,6.5,3,2001.0,1,1,35743308
1488,15000000,63.071046,59,23,93.0,25,7.2,4,1982.0,1,1,125212904
104,47000000,10.410933,38,17,75.0,15,4.6,5,2006.0,4,1,38085778
74,47000000,6.067212,14,11,104.0,6,5.7,4,1996.0,2,1,12379402
584,38000000,15.401855,10,23,105.0,8,6.3,2,1997.0,1,3,299288605
1148,46000000,41.322708,40,25,118.0,11,6.8,3,2002.0,3,1,113714830
661,46000000,25.6713,18,14,111.0,12,7.0,4,1996.0,2,1,150000000
420,47000000,22.581313,32,26,80.0,8,4.4,5,2010.0,1,1,10539000
232,46000000,12.971122,11,20,117.0,8,6.2,4,1996.0,1,1,100860818
1424,45000000,26.721386,81,13,86.0,7,6.4,1,1997.0,2,1,181000000
573,25000000,24.672234,48,21,127.0,4,6.6,3,2016.0,1,2,15436808
2,46000000,0.146783,17,14,140.0,0,6.5,3,1981.0,3,1,5200000
543,46000000,28.964162,31,15,91.0,10,5.0,3,1994.0,3,1,341631208
2757,45000000,49.353524,28,31,91.0,13,6.1,3,2012.0,6,3,376141306
912,48000000,36.585509,118,17,84.0,1,5.8,1,2003.0,2,1,220673217
961,45000000,32.624355,31,17,111.0,3,6.1,3,2000.0,4,4,212000000
1309,45000000,53.090422,14,10,93.0,5,5.8,5,2008.0,2,3,101702060
697,40000000,30.002907,9,20,113.0,4,6.0,4,2004.0,1,1,95149435
371,45000000,17.923254,34,12,141.0,4,6.3,4,1993.0,1,1,195268056
278,45000000,17.746719,16,15,119.0,9,6.4,4,1994.0,3,1,117615211
1111,45000000,31.305336,77,22,97.0,17,7.0,2,2007.0,3,1,175372502
433,45000000,19.637704,10,26,117.0,5,6.3,4,1992.0,2,1,178051587
406,43000000,10.411996,15,18,101.0,4,5.6,2,2005.0,4,3,154749918
3085,46000000,88.496873,37,34,153.0,6,7.9,3,2013.0,3,1,122126687
1634,45000000,52.081131,20,14,122.0,9,7.3,4,2001.0,5,4,104876233
710,45000000,30.816341,46,21,102.0,4,6.9,3,1999.0,2,1,90683916
982,45000000,35.376971,127,15,83.0,3,5.4,1,2001.0,4,1,141220678
501,45000000,17.047276,3,47,103.0,6,6.5,3,2011.0,1,1,165184237
1905,45000000,43.815492,147,48,120.0,34,6.5,2,1998.0,4,2,131183530
496,30000000,23.234651,18,10,136.0,9,7.3,1,2005.0,3,1,76669806
299,45000000,17.270539,8,11,89.0,4,5.9,4,2002.0,1,1,94935764
610,45000000,27.684779,87,10,89.0,8,4.7,3,1997.0,6,1,136885767
575,45000000,26.79781,31,20,100.0,3,5.8,1,2000.0,2,1,113916474
1869,40000000,37.073127,16,39,135.0,19,7.0,3,2003.0,4,3,244931766
2303,120000000,87.350802,19,16,95.0,9,6.8,4,1998.0,2,1,363258859
741,35000000,26.134678,65,26,122.0,3,6.6,3,2001.0,2,3,74558115
313,45000000,16.582709,14,12,110.0,3,5.5,2,1994.0,3,1,170362582
150,45000000,10.731574,32,12,135.0,5,5.9,3,1996.0,2,1,53854588
176,45000000,8.99269,27,20,95.0,5,5.6,3,2005.0,1,2,56070433
1315,50000000,51.742065,19,20,109.0,25,6.6,4,2005.0,4,1,104478416
1292,45000000,12.06538,21,14,94.0,8,6.1,3,2007.0,4,1,148412065
1006,40000000,44.120328,9,31,117.0,5,6.6,1,2014.0,4,1,123494610
119,45000000,6.156015,5,7,112.0,0,6.4,3,2006.0,1,2,38399961
766,45000000,31.856589,21,15,131.0,16,6.2,3,2012.0,3,1,82966152
537,25000000,24.459948,38,19,94.0,6,6.1,4,2004.0,1,1,56422687
852,40000000,28.029015,11,17,88.0,14,6.0,3,2003.0,2,3,160583018
366,50000000,20.239061,23,20,88.0,5,5.5,5,2006.0,4,1,55181129
562,40000000,25.876582,46,21,137.0,20,6.5,3,1984.0,1,2,30925690
796,35000000,20.360549,36,19,119.0,6,6.7,2,2008.0,6,1,75225693
661,55000000,32.31022,13,21,105.0,4,6.2,4,2006.0,8,1,65664721
676,70000000,27.568194,72,19,101.0,14,5.4,4,2008.0,8,2,72108608
244,45000000,13.707183,14,18,86.0,5,5.3,5,2009.0,5,1,57881056
215,35000000,12.495436,17,16,123.0,7,6.5,4,2001.0,5,1,29400000
151,45000000,6.803965,16,21,134.0,10,6.1,2,2005.0,2,1,38058335
136,45000000,9.025236,6,15,100.0,12,4.7,2,1996.0,3,1,17300889
71,44000000,3.770161,8,34,192.0,6,7.1,2,1995.0,2,1,13681765
670,45000000,21.118196,28,33,128.0,5,6.7,2,2010.0,4,1,60222298
154,45000000,6.513856,82,15,106.0,4,6.0,4,1998.0,3,2,11203026
90,45000000,11.387408,12,25,160.0,6,6.3,2,2008.0,4,3,9323833
332,45000000,14.813057,22,10,99.0,23,5.0,3,2008.0,7,2,42487390
80,40000000,5.201688,6,33,85.0,1,6.3,3,2002.0,1,1,8493890
81,45000000,5.361699,16,14,139.0,15,6.4,2,2007.0,2,1,4607608
11,45000000,3.848893,3,15,103.0,0,4.0,2,1997.0,2,2,2154540
1007,45000000,35.6585,3,32,101.0,13,6.0,5,2011.0,1,5,160078586
28,65000000,5.258726,7,21,87.0,5,2.3,4,2012.0,2,1,73706
3423,44500000,62.01056,58,61,120.0,21,7.1,2,2012.0,3,2,232324128
1220,44000000,54.884297,31,62,130.0,27,7.2,5,1993.0,1,1,368875760
858,40000000,33.747825,13,18,110.0,2,5.5,1,2010.0,4,1,136000000
715,44000000,16.245068,16,21,147.0,11,7.3,3,1996.0,3,1,165615285
864,44000000,38.653969,26,19,96.0,20,6.3,4,1985.0,2,2,300400432
1355,2600000,46.007991,75,12,88.0,17,6.9,2,1940.0,2,1,84300000
55,44000000,5.380124,12,23,219.0,8,6.4,4,1980.0,2,5,3484331
1528,50000000,49.020045,20,17,106.0,7,6.4,4,2006.0,2,3,111340801
685,40000000,24.821138,83,16,109.0,7,5.6,3,2015.0,4,1,34227298
302,43000000,19.043286,10,13,136.0,23,7.0,1,2000.0,4,1,80049764
518,45000000,25.999888,27,23,103.0,3,6.6,2,2005.0,7,3,50871113
280,43000000,18.65632,57,11,84.0,4,5.3,2,2002.0,1,1,68696770
501,42000000,23.736535,19,22,154.0,6,6.6,3,1993.0,3,1,270248367
566,44000000,21.75433,8,25,99.0,5,6.8,1,2010.0,3,1,48190704
1045,40000000,44.094856,21,17,93.0,14,6.3,3,2011.0,5,1,51070807
4074,42000000,62.714026,49,19,109.0,9,6.7,3,2012.0,5,1,201585328
1262,42000000,28.969151,11,27,124.0,15,7.0,3,1999.0,4,2,363889678
1150,45000000,31.789029,76,14,84.0,5,6.5,3,2000.0,4,1,224834564
773,42000000,33.238296,89,26,90.0,22,5.8,2,2004.0,2,1,171963386
134,40000000,6.420434,6,13,117.0,7,5.4,2,1992.0,1,2,70100000
1575,43000000,37.654688,14,23,117.0,3,6.5,3,2013.0,6,3,158674180
146,31115000,13.244365,37,23,248.0,4,6.7,3,1963.0,3,2,71000000
593,0,26.799913,33,14,105.0,5,6.0,1,2012.0,3,1,73100172
184,42000000,14.046705,14,36,115.0,14,6.1,4,2002.0,6,2,63781810
305,32000000,14.733513,19,33,119.0,21,6.1,3,2002.0,1,1,55157539
541,32000000,28.22119,19,19,133.0,12,5.9,3,1989.0,1,2,156167015
922,42000000,45.151657,46,22,100.0,9,5.6,3,2011.0,3,1,89162162
191,60000000,15.205371,338,86,120.0,43,5.7,3,2001.0,4,4,56359980
232,48000000,14.587367,11,10,104.0,7,4.0,4,1993.0,5,1,20915465
1335,42000000,34.828241,16,20,122.0,3,7.0,3,2005.0,6,8,24127895
635,31000000,23.607392,19,27,99.0,4,7.2,4,2002.0,2,1,177394432
388,40000000,19.438503,19,17,91.0,6,5.3,3,2012.0,2,1,36893721
2304,44000000,74.168016,24,38,112.0,5,6.1,2,2014.0,2,2,12342632
136,42000000,7.349497,22,13,100.0,7,6.3,5,2010.0,1,2,11087569
148,33000000,7.663515,13,12,100.0,3,6.8,3,2009.0,9,1,14000000
1626,41000000,32.798571,92,19,110.0,11,6.8,1,2002.0,2,1,215000000
907,65000000,36.670399,95,16,132.0,11,6.6,4,2001.0,4,1,117487473
3147,40000000,73.085576,89,51,107.0,13,7.7,3,1999.0,4,3,672806292
925,42000000,34.041407,27,56,102.0,7,6.2,3,2012.0,2,1,46221189
248,41000000,9.419726,9,18,100.0,7,5.6,1,2011.0,6,1,7448385
891,8000000,28.456572,20,10,126.0,6,6.9,1,1984.0,3,1,90815558
2807,40000000,49.664128,30,31,138.0,4,6.8,2,2013.0,3,1,251171807
1804,40000000,36.238968,26,71,108.0,13,6.7,3,2009.0,3,1,317375031
278,70000000,19.439386,7,8,105.0,7,6.2,4,1999.0,1,1,177841558
3829,40000000,43.345252,29,55,108.0,17,7.4,4,1989.0,3,1,332000000
5878,40000000,115.241998,75,59,89.0,14,6.3,2,2014.0,5,5,126546825
3254,40000000,98.755657,36,17,125.0,6,5.2,3,2015.0,3,1,571006128
511,38000000,21.998734,10,33,84.0,5,4.7,5,2003.0,1,1,197011982
509,40000000,25.219805,13,23,149.0,18,7.0,3,1996.0,2,1,152266007
699,40000000,26.516624,13,17,98.0,4,6.0,1,2003.0,2,1,190212113
1526,40000000,37.084384,48,47,121.0,5,7.4,4,2013.0,11,1,149295601
354,40000000,21.661028,8,27,128.0,8,6.7,1,1992.0,2,1,107458785
1949,40000000,68.794673,54,30,134.0,10,7.0,1,2016.0,7,1,320170008
3391,40000000,69.27822,105,99,120.0,11,7.1,1,2010.0,3,1,224920315
959,40000000,26.253357,5,41,129.0,3,6.2,3,2009.0,3,1,177259441
750,45000000,32.549282,10,20,83.0,3,5.3,1,2006.0,1,1,178262620
736,40000000,24.992057,24,23,116.0,8,5.7,2,2000.0,3,1,161834276
2900,40000000,45.769562,24,54,118.0,20,7.1,4,1990.0,3,1,244527583
944,40000000,36.301202,28,31,100.0,4,5.9,1,2015.0,2,1,111811453
1056,40000000,45.022964,15,29,128.0,14,7.1,2,1992.0,3,5,215862692
560,40000000,22.853006,21,15,123.0,7,6.6,2,2009.0,3,2,129540499
787,40000000,31.884559,43,22,128.0,4,6.8,1,2013.0,1,0,95020213
767,40000000,31.385257,58,63,139.0,28,7.0,3,1999.0,4,2,128798265
1127,40000000,67.767785,26,82,110.0,4,5.4,1,2014.0,4,1,169837010
542,40000000,24.287306,12,7,120.0,5,6.7,3,2006.0,6,1,120455994
1881,35000000,53.114573,23,25,121.0,2,7.1,1,2015.0,2,1,194564672
555,40000000,25.136082,23,72,102.0,6,6.1,2,2016.0,4,1,124827316
732,40000000,37.776566,59,15,112.0,5,7.1,6,1992.0,1,2,75505856
467,40000000,21.743321,36,24,152.0,18,7.2,2,2004.0,4,1,124731534
2691,40000000,66.003433,99,52,124.0,12,7.2,3,2005.0,3,1,158733820
716,40000000,24.862767,11,29,90.0,17,6.2,4,2008.0,5,2,151161491
515,41000000,25.391899,82,46,105.0,3,6.5,1,2009.0,3,1,91636986
731,40000000,29.854773,14,19,114.0,13,5.7,2,2001.0,1,1,141069860
502,40000000,26.82041,69,81,189.0,13,7.5,3,1991.0,4,2,205405498
371,40000000,17.61292,11,8,99.0,10,5.4,2,2006.0,9,1,138259062
